"RecNo","leave_ind","fictive-oved","Expected_by_Formulas","Sign_Level","Concl_Prob","Prediction"
2187,1.000000,3322.000000,"",0.808,0.286, more than 0.28
2188,0.000000,4083.000000,"",0.000,0.131,No  more than 0.28
2189,0.000000,840.000000,"",0.000,0.142,No  more than 0.28
2190,0.000000,8463.000000,"",0.541,0.372, more than 0.28
2191,1.000000,4480.000000,"",0.000,0.557, more than 0.28
2192,0.000000,6434.000000,"",0.183,0.405, more than 0.28
2193,0.000000,2701.000000,"",0.000,0.151,No  more than 0.28
2194,0.000000,3741.000000,"",0.000,0.139,No  more than 0.28
2195,0.000000,6671.000000,"",0.000,0.129,No  more than 0.28
2196,0.000000,452.000000,"",0.000,0.146,No  more than 0.28
2197,1.000000,4056.000000,"",0.363,0.341, more than 0.28
2198,1.000000,1716.000000,"",0.000,0.153,No  more than 0.28
2199,0.000000,2700.000000,"",0.000,0.143,No  more than 0.28
2200,0.000000,6218.000000,"",0.000,0.152,No  more than 0.28
2201,0.000000,341.000000,"",0.000,0.111,No  more than 0.28
2202,0.000000,3402.000000,"",0.000,0.116,No  more than 0.28
2203,0.000000,7256.000000,"",0.000,0.611, more than 0.28
2204,0.000000,8490.000000,"",0.084,0.234,No  more than 0.28
2205,0.000000,1421.000000,"",0.000,0.127,No  more than 0.28
2206,0.000000,36.000000,"",0.000,0.139,No  more than 0.28
2207,0.000000,6596.000000,"",0.000,0.157,No  more than 0.28
2208,0.000000,6475.000000,"",0.000,0.113,No  more than 0.28
2209,0.000000,2605.000000,"",0.000,0.759, more than 0.28
2210,1.000000,1412.000000,"",0.663,0.292, more than 0.28
2211,0.000000,2693.000000,"",0.000,0.551, more than 0.28
2212,1.000000,4069.000000,"",0.155,0.498, more than 0.28
2213,0.000000,3401.000000,"",0.000,0.106,No  more than 0.28
2214,1.000000,891.000000,"",0.000,0.557, more than 0.28
2215,0.000000,7843.000000,"",0.833,0.285, more than 0.28
2216,0.000000,2494.000000,"",0.000,0.157,No  more than 0.28
2217,0.000000,8498.000000,"",0.000,0.120,No  more than 0.28
2218,0.000000,6763.000000,"",0.000,0.143,No  more than 0.28
2219,0.000000,7953.000000,"",0.086,0.225,No  more than 0.28
2220,0.000000,7598.000000,"",0.000,0.111,No  more than 0.28
2221,1.000000,434.000000,"",0.118,0.201,No  more than 0.28
2222,0.000000,3406.000000,"",0.782,0.284, more than 0.28
2223,1.000000,5062.000000,"",0.085,0.202,No  more than 0.28
2224,1.000000,3256.000000,"",0.000,0.153,No  more than 0.28
2225,0.000000,2652.000000,"",0.000,0.155,No  more than 0.28
2226,0.000000,6630.000000,"",0.217,0.243,No  more than 0.28
2227,0.000000,6879.000000,"",0.575,0.309, more than 0.28
2228,0.000000,1888.000000,"",0.000,0.599, more than 0.28
2229,0.000000,4661.000000,"",0.000,0.151,No  more than 0.28
2230,0.000000,1788.000000,"",0.000,0.148,No  more than 0.28
2231,0.000000,5946.000000,"",0.000,0.151,No  more than 0.28
2232,0.000000,7626.000000,-1.0,0.0, No Prediction
2233,0.000000,2183.000000,"",0.000,0.152,No  more than 0.28
2234,0.000000,6634.000000,"",0.016,0.150,No  more than 0.28
2235,0.000000,3103.000000,"",0.000,0.141,No  more than 0.28
2236,0.000000,2071.000000,"",0.040,0.170,No  more than 0.28
2237,0.000000,6393.000000,"",0.000,0.152,No  more than 0.28
2238,0.000000,5167.000000,"",0.000,0.117,No  more than 0.28
2239,1.000000,882.000000,"",0.000,0.146,No  more than 0.28
2240,0.000000,3336.000000,"",0.078,0.546, more than 0.28
2241,1.000000,4040.000000,"",0.000,0.168,No  more than 0.28
2242,0.000000,2616.000000,"",0.000,0.156,No  more than 0.28
2243,0.000000,3080.000000,"",0.000,0.106,No  more than 0.28
2244,0.000000,7309.000000,"",0.000,0.131,No  more than 0.28
2245,0.000000,7969.000000,"",0.000,0.129,No  more than 0.28
2246,1.000000,2319.000000,"",0.000,0.591, more than 0.28
2247,0.000000,1708.000000,"",0.000,0.142,No  more than 0.28
2248,0.000000,1160.000000,"",0.000,0.125,No  more than 0.28
2249,0.000000,6494.000000,"",0.000,0.147,No  more than 0.28
2250,1.000000,7773.000000,"",0.000,0.148,No  more than 0.28
2251,0.000000,4830.000000,"",0.000,0.151,No  more than 0.28
2252,0.000000,4898.000000,"",0.000,0.152,No  more than 0.28
2253,0.000000,6520.000000,"",0.000,0.120,No  more than 0.28
2254,1.000000,5831.000000,"",0.158,0.274,No  more than 0.28
2255,1.000000,5891.000000,"",0.209,0.393, more than 0.28
2256,0.000000,4999.000000,"",0.000,0.154,No  more than 0.28
2257,0.000000,7080.000000,"",0.000,0.168,No  more than 0.28
2258,0.000000,7912.000000,"",0.000,0.126,No  more than 0.28
2259,0.000000,1784.000000,"",0.000,0.155,No  more than 0.28
2260,0.000000,2957.000000,"",0.795,0.284, more than 0.28
2261,1.000000,2924.000000,"",0.032,0.572, more than 0.28
2262,0.000000,4488.000000,"",0.000,0.094,No  more than 0.28
2263,0.000000,906.000000,"",0.000,0.160,No  more than 0.28
2264,1.000000,8247.000000,"",0.046,0.196,No  more than 0.28
2265,1.000000,6794.000000,"",0.000,0.600, more than 0.28
2266,0.000000,6655.000000,"",0.743,0.289, more than 0.28
2267,1.000000,4101.000000,"",0.000,0.163,No  more than 0.28
2268,0.000000,2082.000000,"",0.000,0.124,No  more than 0.28
2269,0.000000,1567.000000,"",0.000,0.142,No  more than 0.28
2270,0.000000,7686.000000,"",0.000,0.176,No  more than 0.28
2271,0.000000,5047.000000,"",0.000,0.135,No  more than 0.28
2272,1.000000,2869.000000,"",0.000,0.551, more than 0.28
2273,0.000000,5622.000000,"",0.000,0.153,No  more than 0.28
2274,0.000000,5411.000000,"",0.071,0.198,No  more than 0.28
2275,0.000000,1115.000000,"",0.078,0.247,No  more than 0.28
2276,0.000000,3259.000000,"",0.000,0.139,No  more than 0.28
2277,0.000000,8335.000000,"",0.000,0.542, more than 0.28
2278,1.000000,4749.000000,"",0.000,0.542, more than 0.28
2279,0.000000,5503.000000,"",0.000,0.156,No  more than 0.28
2280,1.000000,256.000000,"",0.000,0.102,No  more than 0.28
2281,0.000000,4409.000000,"",0.239,0.275,No  more than 0.28
2282,0.000000,4983.000000,"",0.000,0.148,No  more than 0.28
2283,0.000000,5208.000000,"",0.878,0.281, more than 0.28
2284,0.000000,5140.000000,"",0.000,0.136,No  more than 0.28
2285,0.000000,6401.000000,"",0.000,0.127,No  more than 0.28
2286,1.000000,5218.000000,"",0.000,0.745, more than 0.28
2287,0.000000,4883.000000,"",0.000,0.151,No  more than 0.28
2288,1.000000,2391.000000,"",0.040,0.566, more than 0.28
2289,0.000000,305.000000,"",0.060,0.220,No  more than 0.28
2290,0.000000,5353.000000,"",0.153,0.429, more than 0.28
2291,0.000000,3211.000000,"",0.000,0.132,No  more than 0.28
2292,0.000000,2578.000000,"",0.000,0.551, more than 0.28
2293,1.000000,1438.000000,"",0.000,0.144,No  more than 0.28
2294,0.000000,5970.000000,"",0.000,0.142,No  more than 0.28
2295,0.000000,5805.000000,"",0.000,0.540, more than 0.28
2296,0.000000,378.000000,"",0.047,0.500, more than 0.28
2297,0.000000,1871.000000,"",0.010,0.180,No  more than 0.28
2298,1.000000,6015.000000,"",0.107,0.542, more than 0.28
2299,0.000000,2867.000000,"",0.000,0.164,No  more than 0.28
2300,1.000000,7300.000000,"",0.000,0.171,No  more than 0.28
2301,0.000000,1660.000000,"",0.000,0.148,No  more than 0.28
2302,0.000000,757.000000,"",0.000,0.124,No  more than 0.28
2303,0.000000,8261.000000,"",0.000,0.146,No  more than 0.28
2304,0.000000,7633.000000,"",0.334,0.334, more than 0.28
2305,0.000000,292.000000,"",0.000,0.145,No  more than 0.28
2306,0.000000,3705.000000,"",0.000,0.116,No  more than 0.28
2307,0.000000,8424.000000,"",0.000,0.109,No  more than 0.28
2308,0.000000,2120.000000,"",0.000,0.152,No  more than 0.28
2309,0.000000,4474.000000,"",0.000,0.145,No  more than 0.28
2310,0.000000,5076.000000,"",0.911,0.278,No  more than 0.28
2311,1.000000,503.000000,"",0.851,0.282, more than 0.28
2312,0.000000,2393.000000,"",0.000,0.592, more than 0.28
2313,0.000000,4200.000000,"",0.288,0.391, more than 0.28
2314,0.000000,3184.000000,-1.0,0.0, No Prediction
2315,1.000000,1541.000000,"",0.000,0.112,No  more than 0.28
2316,0.000000,4465.000000,"",0.000,0.142,No  more than 0.28
2317,0.000000,5172.000000,"",0.000,0.149,No  more than 0.28
2318,0.000000,6825.000000,"",0.000,0.151,No  more than 0.28
2319,0.000000,674.000000,"",0.000,0.134,No  more than 0.28
2320,0.000000,5792.000000,"",0.000,0.116,No  more than 0.28
2321,0.000000,4665.000000,"",0.000,0.159,No  more than 0.28
2322,0.000000,3947.000000,"",0.000,0.152,No  more than 0.28
2323,0.000000,2483.000000,"",0.310,0.339, more than 0.28
2324,0.000000,5430.000000,"",0.000,0.152,No  more than 0.28
2325,0.000000,7531.000000,"",0.000,0.129,No  more than 0.28
2326,1.000000,1466.000000,"",0.000,0.111,No  more than 0.28
2327,0.000000,5169.000000,"",0.000,0.136,No  more than 0.28
2328,0.000000,6929.000000,"",0.799,0.278,No  more than 0.28
2329,1.000000,1194.000000,-1.0,0.0, No Prediction
2330,1.000000,2928.000000,"",0.000,0.759, more than 0.28
2331,0.000000,2266.000000,"",0.170,0.208,No  more than 0.28
2332,0.000000,423.000000,"",0.000,0.139,No  more than 0.28
2333,0.000000,507.000000,"",0.000,0.150,No  more than 0.28
2334,0.000000,5881.000000,"",0.372,0.296, more than 0.28
2335,0.000000,1584.000000,"",0.000,0.087,No  more than 0.28
2336,0.000000,508.000000,"",0.000,0.141,No  more than 0.28
2337,0.000000,4874.000000,"",0.000,0.141,No  more than 0.28
2338,0.000000,3580.000000,"",0.000,0.606, more than 0.28
2339,1.000000,5552.000000,"",0.710,0.290, more than 0.28
2340,1.000000,2128.000000,"",0.409,0.321, more than 0.28
2341,0.000000,4343.000000,"",0.708,0.290, more than 0.28
2342,0.000000,5162.000000,"",0.000,0.150,No  more than 0.28
2343,0.000000,4711.000000,"",0.000,0.141,No  more than 0.28
2344,0.000000,3096.000000,"",0.000,0.145,No  more than 0.28
2345,0.000000,349.000000,"",0.000,0.152,No  more than 0.28
2346,0.000000,7794.000000,-1.0,0.0, No Prediction
2347,0.000000,3167.000000,"",0.000,0.557, more than 0.28
2348,0.000000,7718.000000,"",0.000,0.117,No  more than 0.28
2349,0.000000,7463.000000,"",0.273,0.357, more than 0.28
2350,0.000000,8237.000000,"",0.000,0.157,No  more than 0.28
2351,1.000000,314.000000,"",0.128,0.235,No  more than 0.28
2352,0.000000,748.000000,"",0.000,0.141,No  more than 0.28
2353,0.000000,5918.000000,"",0.000,0.158,No  more than 0.28
2354,1.000000,2026.000000,"",0.000,0.645, more than 0.28
2355,0.000000,4566.000000,"",0.000,0.146,No  more than 0.28
2356,0.000000,7061.000000,"",0.000,0.559, more than 0.28
2357,1.000000,3616.000000,"",0.183,0.434, more than 0.28
2358,0.000000,6418.000000,"",0.000,0.138,No  more than 0.28
2359,1.000000,4879.000000,"",0.807,0.308, more than 0.28
2360,1.000000,4842.000000,"",0.453,0.394, more than 0.28
2361,1.000000,3507.000000,"",0.000,0.762, more than 0.28
2362,0.000000,261.000000,"",0.054,0.176,No  more than 0.28
2363,0.000000,6062.000000,"",0.000,0.148,No  more than 0.28
2364,1.000000,7482.000000,"",0.000,0.139,No  more than 0.28
2365,0.000000,382.000000,"",0.000,0.177,No  more than 0.28
2366,0.000000,4425.000000,"",0.000,0.151,No  more than 0.28
2367,1.000000,7561.000000,"",0.000,0.135,No  more than 0.28
2368,0.000000,1914.000000,"",0.000,0.155,No  more than 0.28
2369,0.000000,8087.000000,"",0.000,0.107,No  more than 0.28
2370,0.000000,601.000000,"",0.000,0.137,No  more than 0.28
2371,0.000000,47.000000,"",0.028,0.153,No  more than 0.28
2372,0.000000,1446.000000,"",0.000,0.131,No  more than 0.28
2373,0.000000,1654.000000,"",0.000,0.150,No  more than 0.28
2374,1.000000,7139.000000,"",0.000,0.145,No  more than 0.28
2375,0.000000,1895.000000,"",0.000,0.149,No  more than 0.28
2376,0.000000,7504.000000,"",0.000,0.127,No  more than 0.28
2377,0.000000,4838.000000,"",0.835,0.291, more than 0.28
2378,1.000000,8332.000000,"",0.000,0.591, more than 0.28
2379,1.000000,2682.000000,"",0.000,0.131,No  more than 0.28
2380,1.000000,1968.000000,"",0.000,0.168,No  more than 0.28
2381,0.000000,2544.000000,"",0.315,0.389, more than 0.28
2382,0.000000,5186.000000,"",0.000,0.154,No  more than 0.28
2383,0.000000,6749.000000,"",0.000,0.136,No  more than 0.28
2384,0.000000,3807.000000,"",0.189,0.413, more than 0.28
2385,0.000000,1602.000000,"",0.000,0.150,No  more than 0.28
2386,0.000000,5424.000000,"",0.000,0.092,No  more than 0.28
2387,0.000000,6385.000000,"",0.000,0.118,No  more than 0.28
2388,0.000000,6227.000000,"",0.000,0.136,No  more than 0.28
2389,1.000000,6788.000000,"",0.246,0.447, more than 0.28
2390,0.000000,3736.000000,"",0.000,0.102,No  more than 0.28
2391,0.000000,5108.000000,"",0.858,0.287, more than 0.28
2392,0.000000,428.000000,"",0.000,0.156,No  more than 0.28
2393,1.000000,412.000000,"",0.461,0.277,No  more than 0.28
2394,1.000000,7382.000000,"",0.000,0.130,No  more than 0.28
2395,0.000000,5105.000000,"",0.000,0.138,No  more than 0.28
2396,1.000000,3413.000000,"",0.000,0.155,No  more than 0.28
2397,0.000000,7003.000000,"",0.000,0.150,No  more than 0.28
2398,0.000000,6513.000000,"",0.000,0.168,No  more than 0.28
2399,0.000000,212.000000,"",0.000,0.149,No  more than 0.28
2400,0.000000,5542.000000,"",0.000,0.550, more than 0.28
2401,0.000000,8136.000000,"",0.221,0.276,No  more than 0.28
2402,0.000000,5269.000000,"",0.000,0.091,No  more than 0.28
2403,1.000000,4608.000000,"",0.000,0.154,No  more than 0.28
2404,0.000000,1051.000000,"",0.000,0.606, more than 0.28
2405,0.000000,3951.000000,"",0.000,0.158,No  more than 0.28
2406,0.000000,7342.000000,"",0.000,0.149,No  more than 0.28
2407,0.000000,3537.000000,"",0.000,0.140,No  more than 0.28
2408,0.000000,4197.000000,-1.0,0.0, No Prediction
2409,0.000000,1974.000000,"",0.000,0.138,No  more than 0.28
2410,1.000000,2929.000000,"",0.000,0.134,No  more than 0.28
2411,1.000000,3996.000000,"",0.000,0.142,No  more than 0.28
2412,1.000000,1501.000000,"",0.000,0.176,No  more than 0.28
2413,1.000000,1111.000000,"",0.000,0.135,No  more than 0.28
2414,1.000000,7079.000000,"",0.000,0.555, more than 0.28
2415,1.000000,5839.000000,"",0.000,0.551, more than 0.28
2416,0.000000,654.000000,"",0.118,0.171,No  more than 0.28
2417,0.000000,3186.000000,"",0.000,0.120,No  more than 0.28
2418,0.000000,7925.000000,"",0.000,0.157,No  more than 0.28
2419,1.000000,1797.000000,"",0.000,0.150,No  more than 0.28
2420,0.000000,1704.000000,"",0.000,0.155,No  more than 0.28
2421,0.000000,3212.000000,"",0.008,0.149,No  more than 0.28
2422,1.000000,5462.000000,"",0.000,0.568, more than 0.28
2423,0.000000,6169.000000,"",0.000,0.638, more than 0.28
2424,0.000000,1500.000000,"",0.000,0.551, more than 0.28
2425,0.000000,2860.000000,"",0.000,0.128,No  more than 0.28
2426,0.000000,3270.000000,"",0.015,0.178,No  more than 0.28
2427,0.000000,2180.000000,"",0.000,0.111,No  more than 0.28
2428,0.000000,3479.000000,"",0.000,0.117,No  more than 0.28
2429,1.000000,7034.000000,"",0.013,0.165,No  more than 0.28
2430,0.000000,6862.000000,"",0.000,0.145,No  more than 0.28
2431,0.000000,6130.000000,"",0.487,0.276,No  more than 0.28
2432,0.000000,707.000000,"",0.000,0.145,No  more than 0.28
2433,0.000000,1874.000000,"",0.000,0.146,No  more than 0.28
2434,1.000000,3141.000000,-1.0,0.0, No Prediction
2435,0.000000,8104.000000,"",0.000,0.117,No  more than 0.28
2436,0.000000,5495.000000,-1.0,0.0, No Prediction
2437,0.000000,3168.000000,"",0.000,0.141,No  more than 0.28
2438,0.000000,8170.000000,"",0.067,0.486, more than 0.28
2439,0.000000,5386.000000,"",0.297,0.276,No  more than 0.28
2440,0.000000,5229.000000,"",0.000,0.139,No  more than 0.28
2441,1.000000,6151.000000,"",0.000,0.152,No  more than 0.28
2442,1.000000,567.000000,"",0.116,0.458, more than 0.28
2443,0.000000,5212.000000,"",0.000,0.143,No  more than 0.28
2444,0.000000,5334.000000,"",0.000,0.130,No  more than 0.28
2445,0.000000,2625.000000,"",0.000,0.135,No  more than 0.28
2446,1.000000,642.000000,"",0.000,0.135,No  more than 0.28
2447,1.000000,3769.000000,"",0.087,0.472, more than 0.28
2448,0.000000,2694.000000,"",0.295,0.382, more than 0.28
2449,1.000000,7203.000000,"",0.000,0.141,No  more than 0.28
2450,0.000000,5466.000000,"",0.000,0.120,No  more than 0.28
2451,0.000000,1966.000000,"",0.548,0.303, more than 0.28
2452,0.000000,8376.000000,"",0.163,0.258,No  more than 0.28
2453,0.000000,3426.000000,"",0.000,0.148,No  more than 0.28
2454,0.000000,327.000000,"",0.000,0.135,No  more than 0.28
2455,0.000000,6782.000000,"",0.078,0.201,No  more than 0.28
2456,0.000000,2340.000000,"",0.000,0.154,No  more than 0.28
2457,1.000000,6847.000000,"",0.076,0.220,No  more than 0.28
2458,0.000000,4514.000000,"",0.000,0.162,No  more than 0.28
2459,0.000000,2847.000000,"",0.000,0.074,No  more than 0.28
2460,0.000000,2239.000000,"",0.000,0.151,No  more than 0.28
2461,0.000000,5852.000000,"",0.000,0.107,No  more than 0.28
2462,1.000000,4151.000000,"",0.000,0.645, more than 0.28
2463,0.000000,4829.000000,"",0.000,0.141,No  more than 0.28
2464,1.000000,8245.000000,"",0.000,0.525, more than 0.28
2465,0.000000,3078.000000,"",0.000,0.156,No  more than 0.28
2466,0.000000,5127.000000,"",0.000,0.090,No  more than 0.28
2467,0.000000,866.000000,"",0.861,0.282, more than 0.28
2468,1.000000,5965.000000,"",0.000,0.109,No  more than 0.28
2469,0.000000,7473.000000,"",0.000,0.151,No  more than 0.28
2470,0.000000,5247.000000,"",0.000,0.177,No  more than 0.28
2471,0.000000,6677.000000,"",0.000,0.113,No  more than 0.28
2472,0.000000,3489.000000,"",0.000,0.103,No  more than 0.28
2473,0.000000,373.000000,"",0.262,0.365, more than 0.28
2474,0.000000,8070.000000,"",0.865,0.298, more than 0.28
2475,0.000000,7634.000000,"",0.333,0.323, more than 0.28
2476,1.000000,2870.000000,"",0.675,0.307, more than 0.28
2477,0.000000,6975.000000,"",0.000,0.106,No  more than 0.28
2478,0.000000,7103.000000,"",0.000,0.137,No  more than 0.28
2479,0.000000,6260.000000,"",0.000,0.152,No  more than 0.28
2480,1.000000,4951.000000,"",0.031,0.123,No  more than 0.28
2481,1.000000,8346.000000,"",0.000,0.638, more than 0.28
2482,1.000000,3747.000000,"",0.291,0.254,No  more than 0.28
2483,0.000000,1362.000000,"",0.000,0.158,No  more than 0.28
2484,0.000000,913.000000,"",0.538,0.292, more than 0.28
2485,0.000000,8167.000000,"",0.865,0.298, more than 0.28
2486,0.000000,2882.000000,"",0.000,0.110,No  more than 0.28
2487,0.000000,4741.000000,"",0.000,0.151,No  more than 0.28
2488,1.000000,4393.000000,"",0.050,0.220,No  more than 0.28
2489,0.000000,8419.000000,"",0.000,0.118,No  more than 0.28
2490,0.000000,966.000000,"",0.000,0.114,No  more than 0.28
2491,1.000000,1425.000000,"",0.000,0.147,No  more than 0.28
2492,0.000000,124.000000,"",0.010,0.180,No  more than 0.28
2493,0.000000,481.000000,"",0.000,0.148,No  more than 0.28
2494,0.000000,664.000000,"",0.838,0.285, more than 0.28
2495,1.000000,8291.000000,"",0.000,0.155,No  more than 0.28
2496,1.000000,4406.000000,"",0.000,0.158,No  more than 0.28
2497,1.000000,7290.000000,"",0.850,0.281, more than 0.28
2498,0.000000,6952.000000,"",0.000,0.152,No  more than 0.28
2499,1.000000,4053.000000,"",0.000,0.551, more than 0.28
2500,0.000000,441.000000,"",0.000,0.137,No  more than 0.28
2501,0.000000,1381.000000,"",0.000,0.165,No  more than 0.28
2502,0.000000,3910.000000,"",0.000,0.085,No  more than 0.28
2503,0.000000,1445.000000,"",0.000,0.127,No  more than 0.28
2504,0.000000,4836.000000,"",0.000,0.152,No  more than 0.28
2505,1.000000,3360.000000,"",0.335,0.286, more than 0.28
2506,0.000000,1479.000000,"",0.000,0.174,No  more than 0.28
2507,0.000000,7441.000000,"",0.000,0.104,No  more than 0.28
2508,0.000000,1175.000000,"",0.036,0.128,No  more than 0.28
2509,1.000000,5001.000000,"",0.000,0.092,No  more than 0.28
2510,0.000000,6038.000000,"",0.000,0.544, more than 0.28
2511,0.000000,6244.000000,"",0.000,0.128,No  more than 0.28
2512,1.000000,6046.000000,"",0.000,0.599, more than 0.28
2513,0.000000,4625.000000,"",0.804,0.301, more than 0.28
2514,0.000000,4774.000000,"",0.062,0.163,No  more than 0.28
2515,0.000000,281.000000,"",0.000,0.109,No  more than 0.28
2516,0.000000,6042.000000,"",0.046,0.196,No  more than 0.28
2517,0.000000,7675.000000,"",0.000,0.148,No  more than 0.28
2518,0.000000,5443.000000,"",0.426,0.293, more than 0.28
2519,1.000000,1103.000000,"",0.911,0.278,No  more than 0.28
2520,1.000000,570.000000,"",0.033,0.573, more than 0.28
2521,0.000000,1696.000000,"",0.077,0.233,No  more than 0.28
2522,1.000000,2576.000000,"",0.000,0.152,No  more than 0.28
2523,0.000000,3062.000000,"",0.000,0.146,No  more than 0.28
2524,1.000000,3128.000000,"",0.176,0.473, more than 0.28
2525,1.000000,7611.000000,"",0.000,0.550, more than 0.28
2526,0.000000,2579.000000,"",0.000,0.151,No  more than 0.28
2527,0.000000,579.000000,"",0.265,0.388, more than 0.28
2528,1.000000,61.000000,"",0.200,0.261,No  more than 0.28
2529,0.000000,789.000000,"",0.033,0.166,No  more than 0.28
2530,1.000000,3026.000000,"",0.522,0.281, more than 0.28
2531,0.000000,2594.000000,"",0.000,0.149,No  more than 0.28
2532,0.000000,5648.000000,"",0.200,0.393, more than 0.28
2533,1.000000,7453.000000,"",0.000,0.099,No  more than 0.28
2534,0.000000,7074.000000,"",0.000,0.591, more than 0.28
2535,1.000000,5244.000000,"",0.216,0.259,No  more than 0.28
2536,0.000000,7763.000000,"",0.000,0.147,No  more than 0.28
2537,0.000000,8456.000000,"",0.893,0.283, more than 0.28
2538,1.000000,8283.000000,"",0.000,0.542, more than 0.28
2539,0.000000,7666.000000,"",0.000,0.152,No  more than 0.28
2540,1.000000,8102.000000,"",0.000,0.139,No  more than 0.28
2541,0.000000,6474.000000,"",0.000,0.106,No  more than 0.28
2542,0.000000,4171.000000,"",0.000,0.157,No  more than 0.28
2543,1.000000,3052.000000,"",0.000,0.152,No  more than 0.28
2544,0.000000,7488.000000,"",0.000,0.112,No  more than 0.28
2545,0.000000,186.000000,"",0.000,0.156,No  more than 0.28
2546,0.000000,2970.000000,"",0.136,0.408, more than 0.28
2547,0.000000,3987.000000,"",0.168,0.242,No  more than 0.28
2548,0.000000,422.000000,"",0.000,0.148,No  more than 0.28
2549,0.000000,4015.000000,"",0.000,0.647, more than 0.28
2550,0.000000,555.000000,"",0.000,0.597, more than 0.28
2551,0.000000,1399.000000,"",0.265,0.388, more than 0.28
2552,0.000000,8472.000000,"",0.000,0.148,No  more than 0.28
2553,0.000000,3700.000000,"",0.000,0.136,No  more than 0.28
2554,0.000000,3299.000000,"",0.000,0.591, more than 0.28
2555,0.000000,1762.000000,"",0.000,0.154,No  more than 0.28
2556,0.000000,4383.000000,"",0.080,0.516, more than 0.28
2557,0.000000,299.000000,"",0.844,0.279,No  more than 0.28
2558,0.000000,445.000000,"",0.000,0.139,No  more than 0.28
2559,0.000000,779.000000,"",0.000,0.159,No  more than 0.28
2560,0.000000,1121.000000,"",0.262,0.269,No  more than 0.28
